Task ID,Dataset,model_created,model_run,description,Code,Test Result,Correctness,Post,original correctness,naive correctness,annotated correctness,annotated correctness simple,naive no fsl correctness,Correctness no fsl,simple verify,complex verify,default verify,simple verify no fsl,complex verify no fsl,default verify no fsl,data file,unique_id,consistency
178,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,"def round_and_sum(numbers):
    rounded_numbers = [round(num) for num in numbers]
    total_sum = sum(rounded_numbers)
    result = total_sum * len(numbers)
    return result

# Tests
assert round_and_sum([22.4, 4.0, -16.22, -9.10, 11.00, -12.22, 14.20, -5.20, 17.50]) == 243
assert round_and_sum([5, 2, 9, 24.3, 29]) == 345
assert round_and_sum([25.0, 56.7, 89.2]) == 513
",,True,post,True,True,True,True,True,False,True,True,True,True,False,True,selected_pilot_75_mbpp.json,178_gpt-4o,1.0
136,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in a dictionary and integer n and filters the dictionary to only include entries with values greater than or equal to n.,"def dict_filter(d, n):
    return {k: v for k, v in d.items() if v >= n}
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,136_llama3point1-70b,1.0
136,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in a dictionary and integer n and filters the dictionary to only include entries with values greater than or equal to n.,"def dict_filter(d: dict, n: int) -> dict:
    return {k: v for k, v in d.items() if v >= n}

# Test cases
assert dict_filter({'Cierra Vega': 175, 'Alden Cantrell': 180, 'Kierra Gentry': 165, 'Pierre Cox': 190}, 170) == {'Cierra Vega': 175, 'Alden Cantrell': 180, 'Pierre Cox': 190}
assert dict_filter({'Cierra Vega': 175, 'Alden Cantrell': 180, 'Kierra Gentry': 165, 'Pierre Cox': 190}, 180) == {'Alden Cantrell': 180, 'Pierre Cox': 190}
assert dict_filter({'Cierra Vega': 175, 'Alden Cantrell': 180, 'Kierra Gentry': 165, 'Pierre Cox': 190}, 190) == {'Pierre Cox': 190}
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,136_gpt-4o,1.0
275,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"def largest_subset(nums):
    if not nums:
        return 0

    nums.sort()
    dp = [1] * len(nums)

    for i in range(1, len(nums)):
        for j in range(i):
            if nums[i] % nums[j] == 0:
                dp[i] = max(dp[i], dp[j] + 1)

    return max(dp)
",,True,post,True,True,False,False,False,True,False,False,False,True,True,True,selected_pilot_75_mbpp.json,275_llama3point1-70b,0.6666666666666666
275,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"def largest_subset(nums):
    if not nums:
        return 0

    nums.sort()
    dp = [1] * len(nums)
    
    for i in range(len(nums)):
        for j in range(i):
            if nums[i] % nums[j] == 0:
                dp[i] = max(dp[i], dp[j] + 1)
    
    return max(dp)

# Testing the function with the provided test cases
assert largest_subset([1, 3, 6, 13, 17, 18]) == 4
assert largest_subset([10, 5, 3, 15, 20]) == 3
assert largest_subset([18, 1, 3, 6, 13, 17]) == 4
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,275_gpt-4o,1.0
344,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to locate the right insertion point for a specified value in sorted order.,"def right_insertion(sorted_list, value):
    for i in range(len(sorted_list)):
        if sorted_list[i] >= value:
            return i
    return len(sorted_list)
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,344_llama3point1-70b,1.0
344,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to locate the right insertion point for a specified value in sorted order.,"import bisect

def right_insertion(sorted_list, value):
    return bisect.bisect_right(sorted_list, value)

# Test cases
assert right_insertion([1,2,4,5],6)==4
assert right_insertion([1,2,4,5],3)==2
assert right_insertion([1,2,4,5],7)==4
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,344_gpt-4o,1.0
326,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the minimum difference between any two elements in a given array.,"def find_min_diff(arr, target):
    arr = sorted(arr)
    min_diff = float('inf')
    for i in range(len(arr) - 1):
        diff = abs(arr[i] - arr[i + 1])
        if diff < min_diff:
            min_diff = diff
    return min_diff
",,True,post,True,False,True,True,False,False,False,False,True,True,False,False,selected_pilot_75_mbpp.json,326_llama3point1-70b,1.0
326,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the minimum difference between any two elements in a given array.,"def find_min_diff(arr, n):
    if n < 2:
        return 0  # If array has less than 2 elements, no valid difference can be found
    
    arr = sorted(arr)
    min_diff = float('inf')
    
    for i in range(n - 1):
        diff = arr[i+1] - arr[i]
        if diff < min_diff:
            min_diff = diff
            
    return min_diff

# Testing the function based on the provided assertions
assert find_min_diff((1,5,3,19,18,25),6) == 1
assert find_min_diff((4,3,2,6),4) == 1
assert find_min_diff((30,5,20,9),4) == 4
",,True,post,True,True,False,True,True,True,False,True,True,False,True,True,selected_pilot_75_mbpp.json,326_gpt-4o,1.0
184,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
  return [num for num in nums if num % 2 != 0]
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,184_llama3point1-70b,1.0
184,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
    return [num for num in nums if num % 2 != 0]

# Test cases
assert filter_oddnumbers([1, 2, 3, 4, 5, 6, 7, 8, 9, 10]) == [1, 3, 5, 7, 9]
assert filter_oddnumbers([10, 20, 45, 67, 84, 93]) == [45, 67, 93]
assert filter_oddnumbers([5, 7, 9, 8, 6, 4, 3]) == [5, 7, 9, 3]
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,184_gpt-4o,1.0
121,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the nth newman–shanks–williams prime number.,"def is_prime(n):
    """"""Check if a number is prime.""""""
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

def newman_prime(n):
    """"""Find the nth Newman-Shanks-Williams prime number.""""""
    if n == 1:
        return 7  # The first NSW prime is 7
    
    # Initialize the count of NSW primes and the current number
    count = 1
    num = 7
    
    while True:
        # Check if the current number is a prime number
        if is_prime(num):
            # Check if the current prime number is congruent to 1 or 5 modulo 6
            if num % 6 in [1, 5]:
                # Increment the count of NSW primes
                count += 1
                
                # If we have found the nth NSW prime, return it
                if count == n:
                    return num
        
        # Move on to the next number
        num += 1
",,True,post,False,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,121_llama3point1-70b,1.0
121,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the nth newman–shanks–williams prime number.,"def newman_prime(n):
    if n == 0 or n == 1:
        return 1
    
    S0, S1 = 1, 1
    for i in range(2, n+1):
        S_next = 2 * S1 + S0
        S0, S1 = S1, S_next
    return S1

# Test cases
assert newman_prime(3) == 7
assert newman_prime(4) == 17
assert newman_prime(5) == 41
",,False,post,True,False,False,False,False,False,False,False,False,False,False,False,selected_pilot_75_mbpp.json,121_gpt-4o,1.0
21,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find smallest number in a list.,"def smallest_num(nums):
    return min(nums)
",,False,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,21_llama3point1-70b,1.0
21,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find smallest number in a list.,"def smallest_num(lst):
    return min(lst)

# Tests
assert smallest_num([10, 20, 1, 45, 99]) == 1
assert smallest_num([1, 2, 3]) == 1
assert smallest_num([45, 46, 50, 60]) == 45
",,True,post,True,True,True,True,True,False,True,True,True,True,True,False,selected_pilot_75_mbpp.json,21_gpt-4o,1.0
171,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find whether the parity of a given number is odd.,"def find_Parity(n):
    return n % 2 != 0
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,171_llama3point1-70b,1.0
171,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find whether the parity of a given number is odd.,"def find_Parity(n):
    return n % 2 != 0

# Test cases
assert find_Parity(12) == False
assert find_Parity(7) == True
assert find_Parity(10) == False
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,171_gpt-4o,1.0
302,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the index of the first occurrence of a given number in a sorted array.,"def find_first_occurrence(arr, num):
    for i, x in enumerate(arr):
        if x == num:
            return i
    return -1  # return -1 if num is not found in the array
",,True,post,True,True,False,True,False,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,302_llama3point1-70b,1.0
302,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the index of the first occurrence of a given number in a sorted array.,"def find_first_occurrence(arr, target):
    low, high = 0, len(arr) - 1
    result = -1
    while low <= high:
        mid = (low + high) // 2
        if arr[mid] == target:
            result = mid
            high = mid - 1  # Look on the left side of mid
        elif arr[mid] < target:
            low = mid + 1
        else:
            high = mid - 1
    return result

# Test cases
assert find_first_occurrence([2, 5, 5, 5, 6, 6, 8, 9, 9, 9], 5) == 1
assert find_first_occurrence([2, 3, 5, 5, 6, 6, 8, 9, 9, 9], 5) == 2
assert find_first_occurrence([1, 2, 4, 5, 6, 6, 8, 9, 9, 9], 6) == 4
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,302_gpt-4o,1.0
109,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in two lists and replaces the last element of the first list with the elements of the second list.,"def replace_list(list1, list2):
    if list1:
        list1[-1:] = list2
    else:
        list1 = list2
    return list1
",,True,post,True,False,True,True,True,True,True,False,True,False,True,False,selected_pilot_75_mbpp.json,109_llama3point1-70b,1.0
109,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in two lists and replaces the last element of the first list with the elements of the second list.,"def replace_list(list1, list2):
    return list1[:-1] + list2

# Test cases
assert replace_list([1, 3, 5, 7, 9, 10],[2, 4, 6, 8]) == [1, 3, 5, 7, 9, 2, 4, 6, 8]
assert replace_list([1, 2, 3, 4, 5],[5, 6, 7, 8]) == [1, 2, 3, 4, 5, 6, 7, 8]
assert replace_list([""red"", ""blue"", ""green""],[""yellow""]) == [""red"", ""blue"", ""yellow""]
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,109_gpt-4o,1.0
4,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to check whether the two numbers differ at one bit position only or not.,"def differ_At_One_Bit_Pos(num1, num2):
    return bin(num1 ^ num2).count('1') == 1
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,4_llama3point1-70b,1.0
4,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to check whether the two numbers differ at one bit position only or not.,"def differ_At_One_Bit_Pos(a, b):
    xor_result = a ^ b
    return xor_result != 0 and (xor_result & (xor_result - 1)) == 0

# Tests
assert differ_At_One_Bit_Pos(13, 9) == True
assert differ_At_One_Bit_Pos(15, 8) == False
assert differ_At_One_Bit_Pos(2, 4) == False
assert differ_At_One_Bit_Pos(2, 3) == True
assert differ_At_One_Bit_Pos(5, 1) == True
assert differ_At_One_Bit_Pos(1, 5) == True
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,4_gpt-4o,1.0
350,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the last position of an element in a sorted array.,"def last(arr, target):
    for i in range(len(arr) - 1, -1, -1):
        if arr[i] == target:
            return i
    return -1
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,350_llama3point1-70b,1.0
350,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the last position of an element in a sorted array.,"def last(arr, x):
    # Iterate through the array from the end to the start
    for i in range(len(arr) - 1, -1, -1):
        if arr[i] == x:
            return i
    # If the element is not found, return -1 (not specified in tests but good practice)
    return -1

# Tests
assert last([1,2,3],1) == 0
assert last([1,1,1,2,3,4],1) == 2
assert last([2,2,3,3,6,8,9],3) == 3
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,350_gpt-4o,1.0
251,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to convert rectangular coordinates to polar coordinates.,"import math

def polar_rect(x, y):
    r = math.hypot(x, y)
    phi = math.atan2(y, x)
    return (r, phi)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,251_llama3point1-70b,1.0
251,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to convert rectangular coordinates to polar coordinates.,"import math

def polar_rect(x, y):
    r = math.sqrt(x**2 + y**2)
    theta = math.atan2(y, x)
    return (r, theta)

# Test cases
assert polar_rect(3, 4) == (5.0, 0.9272952180016122)
assert polar_rect(4, 7) == (8.06225774829855, 1.0516502125483738)
assert polar_rect(15, 17) == (22.67156809750927, 0.8478169733934057)
",,False,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,251_gpt-4o,1.0
235,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to get the sum of the digits of a non-negative integer.,"def sum_digits(n):
    return sum(int(digit) for digit in str(n))
",,False,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,235_llama3point1-70b,1.0
235,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to get the sum of the digits of a non-negative integer.,"def sum_digits(n: int) -> int:
    total = 0
    while n > 0:
        total += n % 10
        n //= 10
    return total

# Testing the function with the provided test cases
assert sum_digits(345) == 12
assert sum_digits(12) == 3
assert sum_digits(97) == 16
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,235_gpt-4o,1.0
356,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to remove all whitespaces from a string.,"def remove_all_spaces(input_str):
    return input_str.replace("" "", """")
",,False,post,True,False,True,False,False,False,False,False,False,False,False,False,selected_pilot_75_mbpp.json,356_llama3point1-70b,1.0
356,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to remove all whitespaces from a string.,"def remove_all_spaces(s):
    return s.replace("" "", """")

# Test cases
assert remove_all_spaces('python  program') == 'pythonprogram'
assert remove_all_spaces('python   programming    language') == 'pythonprogramminglanguage'
assert remove_all_spaces('python                     program') == 'pythonprogram'
assert remove_all_spaces('   python                     program') == 'pythonprogram'
",,True,post,True,True,True,True,True,True,True,True,True,True,False,True,selected_pilot_75_mbpp.json,356_gpt-4o,0.8333333333333334
142,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,"def check_element(lst, element):
    return all(item == element for item in lst)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,142_llama3point1-70b,1.0
142,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in a list and element and checks whether all items in the list are equal to the given element.,"def check_element(lst, element):
    for item in lst:
        if item != element:
            return False
    return True

# Test cases
assert check_element([""green"", ""orange"", ""black"", ""white""], 'blue') == False
assert check_element([1, 2, 3, 4], 7) == False
assert check_element([""green"", ""green"", ""green"", ""green""], 'green') == True
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,142_gpt-4o,1.0
315,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to add the given tuple to the given list.,"def add_tuple(input_list, input_tuple):
  return input_list + list(input_tuple)
",,True,post,True,False,False,False,False,False,True,True,True,False,False,True,selected_pilot_75_mbpp.json,315_llama3point1-70b,0.8333333333333334
315,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to add the given tuple to the given list.,"def add_tuple(lst, tpl):
    return lst + list(tpl)

# Test cases
assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]
assert add_tuple([6, 7, 8], (10, 11)) == [6, 7, 8, 10, 11]
assert add_tuple([7, 8, 9], (11, 12)) == [7, 8, 9, 11, 12]
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,315_gpt-4o,1.0
55,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to convert a snake case string to camel case string.,"def snake_to_camel(snake_case_str):
    words = snake_case_str.split('_')
    camel_case_str = ''.join(word.capitalize() for word in words)
    return camel_case_str
",,False,post,False,False,False,False,False,False,False,False,False,False,False,False,selected_pilot_75_mbpp.json,55_llama3point1-70b,1.0
55,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to convert a snake case string to camel case string.,"def snake_to_camel(snake_str):
    components = snake_str.split('_')
    return ''.join(x.capitalize() for x in components)

# Tests
assert snake_to_camel('python_program') == 'PythonProgram'
assert snake_to_camel('python_language') == 'PythonLanguage'
assert snake_to_camel('programming_language') == 'ProgrammingLanguage'
",,False,post,False,False,False,False,False,False,False,False,False,False,False,False,selected_pilot_75_mbpp.json,55_gpt-4o,1.0
207,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the area of a rectangle.,"def rectangle_area(length, width):
    return length * width
",,False,post,True,True,False,True,True,False,True,True,False,True,False,True,selected_pilot_75_mbpp.json,207_llama3point1-70b,1.0
207,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the area of a rectangle.,"def rectangle_area(length, width):
    return length * width

# Test the function with the provided assertions
assert rectangle_area(10, 20) == 200
assert rectangle_area(10, 5) == 50
assert rectangle_area(4, 2) == 8
",,False,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,207_gpt-4o,1.0
