Task ID,unique_id,Dataset,model_created,model_run,description,Code,run_number,original correctness,vanilla
1945_C,1945_C_aditya.ad.agrawal_50.00%,codeforces2024,human,qwq-32b-preview,"In the village of Letovo, there are n houses. The villagers decided to build a
big road that will divide the village into left and right sides. Each resident
wants to live on either the right or the left side of the street, which is
described as a sequence a_1, a_2, \dots, a_n , where a_j = 0 if the resident
of the j -th house wants to live on the left side of the street; otherwise,
a_j = 1 .

The road will pass between two houses. The houses to the left of it will be
declared the left-side, and the houses to the right will be declared the
right-side. More formally, let the road pass between houses i and i+1 . Then
the houses at positions between 1 and i will be on the left side of the
street, and at positions between i+1 and n will be on the right side. The road
also may pass before the first and after the last house; in this case, the
entire village is declared to be either the right or left side, respectively.

To make the design fair, it was decided to lay the road so that at least half
of the residents on each side of the village are satisfied with the choice.
That is, among x residents on one side, at least \lceil\frac{x}{2}\rceil
should want to live on that side, where \lceil x \rceil denotes rounding up a
real number x .

![](https://espresso.codeforces.com/75baa17903d65a630fb0d3334683e857d5fdc345.png)
To the left of the road, there will be i houses, among the corresponding a_j
there must be at least \lceil\frac{i}{2}\rceil zeros. To the right of the
road, there will be n-i houses, among the corresponding a_j there must be at
least \lceil\frac{n-i}{2}\rceil ones.

Determine after which house i the road should be laid in order to satisfy the
described condition and be as close to the middle of the village as possible.
Formally, among all suitable positions i , minimize \left|\frac{n}{2} -
i\right| .

If there are multiple suitable positions i with the minimum \left|\frac{n}{2}
- i\right| , output the smaller one.

Input

Each test contains multiple test cases. The first line contains the number of
test cases t (1 \le t \le 2\cdot 10^4 ). The description of the test cases
follows.

The first line of each test case contains a single integer n (3 \le n \le
3\cdot 10^5 ). The next line of each test case contains a string a of length n
, consisting only of 0 and 1 .

It is guaranteed that the sum of n over all test cases does not exceed 3\cdot
10^5 .

Output

For each test case, output a single number i — the position of the house after
which the road should be laid (if it should be laid before the first house,
output 0 ). We can show that the answer always exists.

Example

Input

    7
    
    3
    
    101
    
    6
    
    010111
    
    6
    
    011001
    
    3
    
    000
    
    3
    
    110
    
    3
    
    001
    
    4
    
    1100

Output

    2
    3
    2
    3
    0
    1
    0
    
Note

Let's consider the first example of input data.

If we lay the road after the first house, there will be one house a_1 = 1 on
the left side of the street, the resident of which would like to live on the
right side of the street. Then 0 out of 1 residents on the even side will be
satisfied with the choice, which means that the road cannot be laid after
house 1 .

If we lay the road after the second house, 1 out of 2 residents on the left
side (with preferences a_1 = 1 , a_2 = 0 ) and 1 out of 1 resident on the
right side (with preference a_3 = 1 ) will be satisfied with the choice. More
than half of the residents on each side are satisfied with the choice, which
means that the road can be laid after house 2 . We can show that this is the
optimal answer.","import math
from decimal import Decimal
 
t = int(input()) 
while t:
    n=int(input())
    input_string = input()
    arr = [int(ch) for ch in input_string]
    z = arr.count(0)
    o = arr.count(1)
    z_r = z
    o_r = o
    z_l=0
    o_l=0
    dist,ans,pos=abs(n/2),0,0
    if o_r>=(z_r+o_r)/2:
        b_d=dist
    else:
        b_d=30001
    for i in arr:
        pos+=1
        if i==0:
            z_l+=1
            z_r-=1
        else:
            o_l+=1
            o_r-=1
        if o_r>=((z_r+o_r)/2) and z_l>=((z_l+o_l)/2) and b_d > abs(n/2-pos):
            ans=pos
            b_d = abs(n/2-pos)
    print(ans)
    t -= 1",1,False,True
1969_D,1969_D_Both_10.00%,codeforces2024,human,qwq-32b-preview,"Alice and Bob are playing a game in the shop. There are n items in the shop;
each item has two parameters: a_i (item price for Alice) and b_i (item price
for Bob).

Alice wants to choose a subset (possibly empty) of items and buy them. After
that, Bob does the following:

  * if Alice bought less than k items, Bob can take all of them for free; 
  * otherwise, he will take k items for free that Alice bought (Bob chooses which k items it will be), and for the rest of the chosen items, Bob will buy them from Alice and pay b_i for the i -th item. 

Alice's profit is equal to \sum\limits_{i \in S} b_i - \sum\limits_{j \in T}
a_j , where S is the set of items Bob buys from Alice, and T is the set of
items Alice buys from the shop. In other words, Alice's profit is the
difference between the amount Bob pays her and the amount she spends buying
the items.

Alice wants to maximize her profit, Bob wants to minimize Alice's profit. Your
task is to calculate Alice's profit if both Alice and Bob act optimally.

Input

The first line contains a single integer t (1 \le t \le 10^4 ) — the number of
test cases.

The first line of each test case contains two integers n and k (1 \le n \le 2
\cdot 10^5 ; 0 \le k \le n ).

The second line contains n integers a_1, a_2, \dots, a_n (1 \le a_i \le 10^9
).

The third line contains n integers b_1, b_2, \dots, b_n (1 \le b_i \le 10^9 ).

Additional constraint on the input: the sum of n over all test cases doesn't
exceed 2 \cdot 10^5 .

Output

For each test case, print a single integer — Alice's profit if both Alice and
Bob act optimally.

Example

Input

    4
    
    2 0
    
    2 1
    
    1 2
    
    4 1
    
    1 2 1 4
    
    3 3 2 3
    
    4 2
    
    2 1 1 1
    
    4 2 3 2
    
    6 2
    
    1 3 4 9 1 3
    
    7 6 8 10 6 8

Output

    1
    1
    0
    7
    
Note

In the first test case, Alice should buy the 2 -nd item and sell it to Bob, so
her profit is 2 - 1 = 1 .

In the second test case, Alice should buy the 1 -st, the 2 -nd and the 3 -rd
item; then Bob takes the 1 -st item for free and pays for the 2 -nd and the 3
-rd item. Alice's profit is (3+2) - (1+2+1) = 1 . Bob could take 2 -nd item
for free instead; this does not change Alice's profit. Bob won't take the 3
-rd item for free, since this would lead to a profit of 2 .","import heapq
import sys
 
putin = sys.stdin.readline
 
 
def inp():
    return int(putin())
 
 
def invert():
    return map(int, putin().split())
 
 
def starting_price(main_ar, sec_arr):
    sub_summ = 0
    for val_a in sec_arr:
        sub_summ += val_a[0]
    for val_b in main_ar:
        if val_b[0] + val_b[1] >= 0:
            sub_summ += val_b[0] + val_b[1]
    return sub_summ
 
 
if __name__ == ""__main__"":
    t = inp()
    for x in range(t):
        arr = []
        k_arr = []
        temp_pop = []
        n, k = invert()
        a = list(invert())
        a = [-x for x in a]
        b = list(invert())
        max_value = 0
        sub_sum = 0
        my_bool = False
 
        for i in range(n):
            arr.append([a[i], b[i]])
        arr.sort(key=lambda y: y[1], reverse=False)
 
        for k_range in range(1, k + 1):
            if arr:
                heapq.heappush(k_arr, arr[-1])
                arr.pop()
        if arr:
            sub_sum = starting_price(arr, k_arr)
        if sub_sum > max_value:
            max_value = sub_sum
        while arr:
            if arr:
                sub_sum -= arr[-1][1]
                if arr[-1][1] + arr[-1][0] <= 0:
                    sub_sum += arr[-1][0]
                temp_pop = heapq.heappushpop(k_arr, arr[-1])
                arr.pop()
                if temp_pop:
                    sub_sum -= temp_pop[0]
            if sub_sum > max_value:
                if k_range != 0:
                    max_value = sub_sum
        print(max_value)",1,False,False
1932_B,1932_B_fpeng2002_100%,codeforces2024,human,qwq-32b-preview,"The Chaya tribe believes that there are n signs of the apocalypse. Over time,
it has been found out that the i -th sign occurs every a_i years (in years a_i
, 2 \cdot a_i , 3 \cdot a_i , \dots ).

According to the legends, for the apocalypse to happen, the signs must occur
sequentially. That is, first they wait for the first sign to occur, then
strictly after it, the second sign will occur, and so on. That is, if the i
-th sign occurred in the year x , the tribe starts waiting for the occurrence
of the (i+1) -th sign, starting from the year x+1 .

In which year will the n -th sign occur and the apocalypse will happen?

Input

The first line of the input contains a single integer t (1 \le t \le 1000 ) —
the number of test cases. Then follow the descriptions of the test cases.

The first line of each test case contains a single integer n (1 \le n \le 100
) — the number of signs.

The second line of each test case contains n integers a_1, a_2, a_3, \dots,
a_n (1 \le a_i \le 10^6 ) — the periodicities of the signs.

Output

For each test case, output a single integer — the year in which all n signs
will occur.

Example

Input

    4
    
    6
    
    3 2 4 5 9 18
    
    5
    
    1 2 3 4 5
    
    5
    
    1 1 1 1 1
    
    6
    
    50 30 711 200 503 1006

Output

    36
    5
    5
    2012
    
Note

In the first set of input data of the example:

  * The tribe will wait for the first sign in the 3 -rd year; 
  * the tribe will wait for the second sign in the 4 -th year (since year 2 have already passed); 
  * the tribe will wait for the third sign in the 8 -th year (since the second sign has already occurred in the 4 -th year); 
  * the tribe will wait for the fourth sign in the 10 -th year (since year 5 have already passed); 
  * the tribe will wait for the fifth sign in the 18 -th year (since year 9 have already passed); 
  * the tribe will wait for the sixth sign in the 36 -th year (since the fifth sign has already occurred in the 18 -th year).","num_tests = int(input())
 
while num_tests > 0:
    num_tests -= 1
 
    n = int(input())
    nums = [int(x) for x in input().split("" "")] 
 
    start_year = 0
    for x in range(0, len(nums)):
        start_year = ((start_year)//nums[x] + 1)*(nums[x])
    print(start_year)",1,True,True
1921_A,1921_A_Ermaamre_14.29%,codeforces2024,human,qwq-32b-preview,"A square of positive (strictly greater than 0 ) area is located on the
coordinate plane, with sides parallel to the coordinate axes. You are given
the coordinates of its corners, in random order. Your task is to find the area
of the square.

Input

Each test consists of several testcases. The first line contains one integer t
(1 \le t \le 100 ) — the number of testcases. The following is a description
of the testcases.

Each testcase contains four lines, each line contains two integers x_i, y_i
(-1000\le x_i, y_i\le 1000 ), coordinates of the corners of the square.

It is guaranteed that there is a square with sides parallel to the coordinate
axes, with positive (strictly greater than 0 ) area, with corners in given
points.

Output

For each test case, print a single integer, the area of the square.

Example

Input

    3
    
    1 2
    
    4 5
    
    1 5
    
    4 2
    
    -1 1
    
    1 -1
    
    1 1
    
    -1 -1
    
    45 11
    
    45 39
    
    17 11
    
    17 39

Output

    9
    4
    784","a = int(input())
for i in range(a):
 
 
    x1, y1 = map(int,input().split())
    x2, y2 = map(int,input().split())
    x3, y3 = map(int,input().split())
    x4, y4 = map(int,input().split())
 
    if x1 == x3 and x2 == x4:
        if y1 < y3:
            res = abs(y3 - y1)
        else: 
            res = abs(y1-y3)
    elif x1 == x2 and x3 == x4:
        if y1 < y2:
            res = abs(y2 - y1)
        else: 
            res = abs(y1-y2)
    elif x1 == x4 and x3 == x2:
        if y1 < y2:
            res = abs(y2 - y1)
        else: 
            res = abs(y1-y2)
 
    print(res**2)",1,False,True
1923_C,1923_C_ZarthaxX_2.33%,codeforces2024,human,qwq-32b-preview,"An array a of length m is considered good if there exists an integer array b
of length m such that the following conditions hold:

  1. \sum\limits_{i=1}^{m} a_i = \sum\limits_{i=1}^{m} b_i ; 
  2. a_i \neq b_i for every index i from 1 to m ; 
  3. b_i > 0 for every index i from 1 to m . 

You are given an array c of length n . Each element of this array is greater
than 0 .

You have to answer q queries. During the i -th query, you have to determine
whether the subarray c_{l_{i}}, c_{l_{i}+1}, \dots, c_{r_{i}} is good.

Input

The first line contains one integer t (1 \le t \le 10^4 ) — the number of test
cases.

The first line of each test case contains two integers n and q (1 \le n, q \le
3 \cdot 10^5 ) — the length of the array c and the number of queries.

The second line of each test case contains n integers c_1, c_2, \dots, c_n (1
\le c_i \le 10^9 ).

Then q lines follow. The i -th of them contains two integers l_i and r_i (1
\le l_i \le r_i \le n ) — the borders of the i -th subarray.

Additional constraints on the input: the sum of n over all test cases does not
exceed 3 \cdot 10^5 ; the sum of q over all test cases does not exceed 3 \cdot
10^5 .

Output

For each query, print YES if the subarray is good. Otherwise, print NO.

You can output each letter of the answer in any case (upper or lower). For
example, the strings yEs, yes, Yes, and YES will all be recognized as positive
responses.

Example

Input

    1
    
    5 4
    
    1 2 1 4 5
    
    1 5
    
    4 4
    
    3 4
    
    1 3

Output

    YES
    NO
    YES
    NO","# https://codeforces.com/contest/1923/problem/C
import math
 
def solve():
    n, q = map(int,input().split(' '))
    nums = list(map(int,input().split(' ')))
   
    ones = [0 for i in range(n+1)]
    sum =  [0 for i in range(n+1)]
    for i in range(1, n+1):
        ones[i] = ones[i-1] + (1 if nums[i-1] == 1 else 0)
        sum[i] = sum[i-1] + nums[i-1]-1
 
    for _ in range(q):
        l,r = map(int,input().split(' '))
        if l == r:
            print(""NO"")
            continue
 
        onesInRange = ones[r] - ones[l-1]
        sumInRange = sum[r] - sum[l-1]
 
        if (2*onesInRange + (r-l+1) - onesInRange) <= sumInRange:
            print(""YES"")
        else:
            print(""NO"")
 
testCases = int(input())
for i in range(testCases):
    solve()",1,False,True
1950_C,1950_C_tw1zz_0.00%,codeforces2024,human,qwq-32b-preview,"Given the time in 24-hour format, output the equivalent time in 12-hour
format.

  * [24-hour format](https://en.wikipedia.org/wiki/24-hour_clock#Description) divides the day into 24 hours from 00 to 23 , each of which has 60 minutes from 00 to 59 . 
  * [12-hour format](https://en.wikipedia.org/wiki/12-hour_clock#Description) divides the day into two halves: the first half is \mathrm{AM} , and the second half is \mathrm{PM} . In each half, the hours are numbered in the order 12, 01, 02, 03, \dots, 11 . Each hour has 60 minutes numbered from 00 to 59 . 

Input

The first line contains a single integer t (1 \leq t \leq 1440 ) — the number
of test cases.

The only line of each test case contains a string s of length 5 with format
hh:mm representing a valid time in the 24-hour format. hh represents the hour
from 00 to 23 , and mm represents the minute from 00 to 59 .

The input will always be a valid time in 24-hour format.

Output

For each test case, output two strings separated by a space (""hh:mm AM"" or
""hh:mm PM""), which are the 12-hour equivalent to the time provided in the test
case (without quotes).

You should output the time exactly as indicated; in particular, you should not
remove leading zeroes.

Example

Input

    11
    
    09:41
    
    18:06
    
    12:14
    
    00:59
    
    00:00
    
    14:34
    
    01:01
    
    19:07
    
    11:59
    
    12:00
    
    21:37

Output

    09:41 AM
    06:06 PM
    12:14 PM
    12:59 AM
    12:00 AM
    02:34 PM
    01:01 AM
    07:07 PM
    11:59 AM
    12:00 PM
    09:37 PM","for _ in range(int(input())):
    h,m = map(str,input().split(':'))
    h1,m1 = '',m
    time = ''
    if h == '01':
        h1 = '01'
        time = 'AM'
    elif h == '02':
        h1 = '02'
        time = 'AM'
    elif h == '03':
        h1 = '03'
        time = 'AM'
    elif h == '04':
        h1 = '04'
        time = 'AM'
    elif h == '05':
        h1 = '05'
        time = 'AM'
    elif h == '06':
        h1 = '06'
        time = 'AM'
    elif h == '07':
        h1 = '07'
        time = 'AM'
    elif h == '08':
        h1 = '08'
        time = 'AM'
    elif h == '09':
        h1 = '09'
        time = 'AM'
    elif h == '10':
        h1 = '10'
        time = 'AM'
    elif h == '11':
        h1 = '11'
        time = 'AM'
    elif h == '12':
        h1 = '12'
        time = 'AM'
    elif h == '13':
        h1 = '01'
        time = 'PM'
    elif h == '14':
        h1 = '02'
        time = 'PM'
    elif h == '15':
        h1 = '03'
        time = 'PM'
    elif h == '16':
        h1 = '04'
        time = 'PM'
    elif h == '17':
        h1 = '05'
        time = 'PM'
    elif h == '18':
        h1 = '06'
        time = 'PM'
    elif h == '19':
        h1 = '07'
        time = 'PM'
    elif h == '20':
        h1 = '08'
        time = 'PM'
    elif h == '21':
        h1 = '09'
        time = 'PM'
    elif h == '22':
        h1 = '10'
        time = 'PM'
    elif h == '23':
        h1 = '11'
        time = 'PM'
    elif h == '00':
        h1 = '12'
        time = 'PM'
 
    print(h1,':',m,' ', time,sep='')",1,False,False
1922_A,1922_A_Abdo.2911_0.00%,codeforces2024,human,qwq-32b-preview,"You are given an integer n and three strings a, b, c , each consisting of n
lowercase Latin letters.

Let a template be a string t consisting of n lowercase and/or uppercase Latin
letters. The string s matches the template t if the following conditions hold
for all i from 1 to n :

  * if the i -th letter of the template is lowercase, then s_i must be the same as t_i ; 
  * if the i -th letter of the template is uppercase, then s_i must be different from the lowercase version of t_i . For example, if there is a letter 'A' in the template, you cannot use the letter 'a' in the corresponding position of the string. 

Accordingly, the string doesn't match the template if the condition doesn't
hold for at least one i .

Determine whether there exists a template t such that the strings a and b
match it, while the string c does not.

Input

The first line contains an integer t (1 \le t \le 1000 ) — the number of test
cases.

The first line of each test case contains an integer n (1 \le n \le 20 ) — the
length of the given strings.

The next three lines contain the strings a, b and c . Each string consists of
exactly n lowercase Latin letters.

Output

For each testcase, print ""YES"" if there exists a template t such that the
strings a and b match it, while the string c does not. Otherwise, print ""NO"".

Example

Input

    4
    
    1
    
    a
    
    b
    
    c
    
    2
    
    aa
    
    bb
    
    aa
    
    10
    
    mathforces
    
    luckforces
    
    adhoccoder
    
    3
    
    acc
    
    abd
    
    abc

Output

    YES
    NO
    YES
    NO
    
Note

In the first test case, you can use the template ""C"". The first letter of
strings a and b differ from 'c', so they match the template. The first letter
of string c equals 'c', so it doesn't match.

In the third test case, you can use the template ""CODEforces"".","def solve():
    t = int(input())
    
    for _ in range(t):
        n = int(input())
        a = input().strip()
        b = input().strip()
        c = input().strip()
 
        template = []
        for i in range(n):
            if a[i] == b[i]:
                template.append(a[i])
            else:
                template.append(a[i].upper())
        
        match_a_b = True
        for i in range(n):
            if template[i].islower():
                if a[i] != template[i] or b[i] != template[i]:
                    match_a_b = False
                    break
            else:
                if (a[i].lower() == template[i].lower()) or (b[i].lower() == template[i].lower()):
                    match_a_b = False
                    break
        
        match_c = True
        for i in range(n):
            if template[i].islower():
                if c[i] != template[i]:
                    match_c = False
                    break
            else:
                if c[i].lower() == template[i].lower():
                    match_c = False
                    break
        
        if match_a_b and not match_c:
            print(""YES"")
        else:
            print(""NO"")",1,False,False
1926_E,1926_E_daniilrybakov_100%,codeforces2024,human,qwq-32b-preview,"Vladislav has n cards numbered 1, 2, \dots, n . He wants to lay them down in a
row as follows:

  * First, he lays down all the odd-numbered cards from smallest to largest. 
  * Next, he lays down all cards that are twice an odd number from smallest to largest (i.e. 2 multiplied by an odd number). 
  * Next, he lays down all cards that are 3 times an odd number from smallest to largest (i.e. 3 multiplied by an odd number). 
  * Next, he lays down all cards that are 4 times an odd number from smallest to largest (i.e. 4 multiplied by an odd number). 
  * And so on, until all cards are laid down. 

What is the k -th card he lays down in this process? Once Vladislav puts a
card down, he cannot use that card again.

Input

The first line contains an integer t (1 \leq t \leq 5 \cdot 10^4 ) — the
number of test cases.

The only line of each test case contains two integers n and k (1 \leq k \leq n
\leq 10^9 ) — the number of cards Vlad has, and the position of the card you
need to output.

Output

For each test case, output a single integer — the k -th card Vladislav lays
down.

Example

Input

    11
    
    7 1
    
    7 2
    
    7 3
    
    7 4
    
    7 5
    
    7 6
    
    7 7
    
    1 1
    
    34 14
    
    84 19
    
    1000000000 1000000000

Output

    1
    3
    5
    7
    2
    6
    4
    1
    27
    37
    536870912
    
Note

In the first seven test cases, n=7 . Vladislav lays down the cards as follows:

  * First — all the odd-numbered cards in the order 1 , 3 , 5 , 7 . 
  * Next — all cards that are twice an odd number in the order 2 , 6 . 
  * Next, there are no remaining cards that are 3 times an odd number. (Vladislav has only one of each card.) 
  * Next — all cards that are 4 times an odd number, and there is only one such card: 4 . 
  * There are no more cards left, so Vladislav stops. 

Thus the order of cards is 1 , 3 , 5 , 7 , 2 , 6 , 4 .","t = int(input())
for _ in range(t):
    n, k = map(int, input().split())
    # mas = []
    # while n:
    #     mas.append((n + 1) // 2)
    #     n //= 2
    # print(mas)
    # continue
    s = 0
    m = 1
    while n:
        x = ((n + 1) // 2)
        n //= 2
        if (s < k) and (k <= s + x):
            break
        s += x
        m *= 2
    print((2 * (k - s) - 1) * m)
 
    # n_back = n
    # s = (n + 1) // 2
    # n = (n + 1) // 2
    # m = 1
    # while s < k:
    #     if n == 0:
    #         s = n_back
    #         n = 1
    #         break
    #     m *= 2
    #     n //= 2
    #     s += n
    # # print(n, s, k, m, (k - (s - n)))
    # print((2 * (k - (s - n)) - 1) * m)",1,True,True
1931_E,1931_E_AliEzatyar_0.00%,codeforces2024,human,qwq-32b-preview,"Sasha gave Anna a list a of n integers for Valentine's Day. Anna doesn't need
this list, so she suggests destroying it by playing a game.

Players take turns. Sasha is a gentleman, so he gives Anna the right to make
the first move.

  * On her turn, Anna must choose an element a_i from the list and reverse the sequence of its digits. For example, if Anna chose the element with a value of 42 , it would become 24 ; if Anna chose the element with a value of 1580 , it would become 851 . Note that leading zeros are removed. After such a turn, the number of elements in the list does not change.
  * On his turn, Sasha must extract two elements a_i and a_j (i \ne j ) from the list, concatenate them in any order and insert the result back into the list. For example, if Sasha chose the elements equal to 2007 and 19 , he would remove these two elements from the list and add the integer 200719 or 192007 . After such a turn, the number of elements in the list decreases by 1 .

Players can't skip turns. The game ends when Sasha can't make a move, i.e.
after Anna's move there is exactly one number left in the list. If this
integer is not less than 10^m (i.e., \ge 10^m ), Sasha wins. Otherwise, Anna
wins.

It can be shown that the game will always end. Determine who will win if both
players play optimally.

Input

The first line contains an integer t (1 \le t \le 10^4 ) — the number of test
cases.

Then follows the description of the test cases.

The first line of each test case contains integers n , m (1 \le n \le 2 \cdot
10^5 , 0 \le m \le 2 \cdot 10^6 ) — the number of integers in the list and the
parameter determining when Sasha wins.

The second line of each test case contains n integers a_1, a_2, \ldots, a_n (1
\le a_i \le 10^9 ) — the list that Sasha gave to Anna.

It is guaranteed that the sum of n for all test cases does not exceed 2 \cdot
10^5 .

Output

For each test case, output:

  * ""Sasha"", if Sasha wins with optimal play; 
  * ""Anna"", if Anna wins with optimal play. 

Example

Input

    9
    
    2 2
    
    14 2
    
    3 5
    
    9 56 1
    
    4 10
    
    1 2007 800 1580
    
    4 5
    
    5000 123 30 4
    
    10 10
    
    6 4 6 2 3 1 10 9 10 7
    
    1 1
    
    6
    
    1 1
    
    10
    
    8 9
    
    1 2 9 10 10 2 10 2
    
    4 5
    
    10 10 10 10

Output

    Sasha
    Anna
    Anna
    Sasha
    Sasha
    Anna
    Anna
    Anna
    Sasha
    
Note

Consider the first test case.

Anna can reverse the integer 2 , then Sasha can concatenate the integers 2 and
14 , obtaining the integer 214 , which is greater than 10^2 = 100 . If Anna
had reversed the integer 14 , Sasha would have concatenated the integers 41
and 2 , obtaining the integer 412 , which is greater than 10^2 = 100 . Anna
has no other possible moves, so she loses.","n_test = int(input())
 
answers = [None] * n_test
def count_zero(num):
    counter = 0
    for i in range(len(num)-1,-1,-1):
        if num[i] == ""0"":
            counter+=1
        else:
            break
    return counter
 
 
for test in range(n_test):
    
    n,m = tuple(map(int,input().split()))
    array = input().split()
    total_digits = 0
    zeros = []
    for item in array:
        total_digits += len(item)
        if count_zero(item)>0:
            zeros.append(count_zero(item))
    zeros = sorted(zeros,reverse=True)
    subtract_zero = 0
    for i in range(0,len(zeros),2):
        subtract_zero += zeros[i]
    if abs(total_digits-subtract_zero) >= m+1:
        answers[test] = ""Sashah""
    else:
        answers[test] = ""Anna""
        
        
for answer in answers:
    print(answer)",1,False,True
1950_A,1950_A_pigiswinia_100%,codeforces2024,human,qwq-32b-preview,"You are given three digits a , b , and c . Determine whether they form a
stair, a peak, or neither.

  * A stair satisfies the condition a<b<c . 
  * A peak satisfies the condition a<b>c . 

Input

The first line contains a single integer t (1 \leq t \leq 1000 ) — the number
of test cases.

The only line of each test case contains three digits a , b , c (0 \leq a , b
, c \leq 9 ).

Output

For each test case, output ""STAIR"" if the digits form a stair, ""PEAK"" if the
digits form a peak, and ""NONE"" otherwise (output the strings without quotes).

Example

Input

    7
    
    1 2 3
    
    3 2 1
    
    1 5 3
    
    3 4 1
    
    0 0 0
    
    4 1 7
    
    4 5 7

Output

    STAIR
    NONE
    PEAK
    PEAK
    NONE
    NONE
    STAIR","t = int(input())
for i in range(t):
    a,b,c = map(int,input().split())
    if a<b<c:
        print(""STAIR"")
    elif a<b>c:
        print(""PEAK"")
    else:
        print(""NONE"")",1,True,True
1972_B,1972_B_r1813._100%,codeforces2024,human,qwq-32b-preview,"There are n coins on the table forming a circle, and each coin is either
facing up or facing down. Alice and Bob take turns to play the following game,
and Alice goes first.

In each operation, the player chooses a facing-up coin, removes the coin, and
flips the two coins that are adjacent to it. If (before the operation) there
are only two coins left, then one will be removed and the other won't be
flipped (as it would be flipped twice). If (before the operation) there is
only one coin left, no coins will be flipped. If (before the operation) there
are no facing-up coins, the player loses.

Decide who will win the game if they both play optimally. It can be proved
that the game will end in a finite number of operations, and one of them will
win.

Input

Each test contains multiple test cases. The first line contains the number of
test cases t (1\le t\le 100 ). The description of the test cases follows.

The first line of each test case contains only one positive integer n (1 \leq
n \leq 100 ), representing the number of the coins.

A string s of length n follows on the second line of each test case,
containing only ""U"" and ""D"", representing that each coin is facing up or
facing down.

Output

For each test case, print ""YES"" if Alice will win the game, and ""NO""
otherwise.

You can output the answer in any case (upper or lower). For example, the
strings ""yEs"", ""yes"", ""Yes"", and ""YES"" will be recognized as positive
responses.

Example

Input

    3
    
    5
    
    UUDUD
    
    5
    
    UDDUD
    
    2
    
    UU

Output

    YES
    NO
    NO
    
Note

In the first test case, the game may go as follows.

  * Alice chooses the first coin and s becomes ""DDUU"". 
  * Bob chooses the last coin and s becomes ""UDD"". 
  * Alice chooses the first coin and s becomes ""UU"". 
  * Bob chooses the first coin and s becomes ""U"". 
  * Alice chooses the only coin and s becomes empty. 
  * Bob can't choose any coin now, and he loses the game. 

It can be proved that Bob will always lose if they both play optimally.","def main():
    import sys
    input = sys.stdin.read
    data = input().split()
    
    t = int(data[0])
    index = 1
    for _ in range(t):
        n = int(data[index])
        s = data[index + 1]
        index += 2
        
        count_u = s.count('U')
        if count_u % 2 == 1:
            print(""YES"")
        else:
            print(""NO"")
 
if __name__ == ""__main__"":
    main()",1,True,True
1941_B,1941_B_m.olimovvv_100%,codeforces2024,human,qwq-32b-preview,"Rudolf has an array a of n integers, the elements are numbered from 1 to n .

In one operation, he can choose an index i (2 \le i \le n - 1 ) and assign:

  * a_{i - 1} = a_{i - 1} - 1 
  * a_i = a_i - 2 
  * a_{i + 1} = a_{i + 1} - 1 

Rudolf can apply this operation any number of times. Any index i can be used
zero or more times.

Can he make all the elements of the array equal to zero using this operation?

Input

The first line of the input contains a single integer t (1 \le t \le 10^4 ) —
the number of test cases in the test.

The first line of each case contains a single integer n (3 \le n \le 2 \cdot
10^5 ) — the number of elements in the array.

The second line of each case contains n integers a_1, a_2, \dots, a_n (0 \le
a_j \le 10^9 ) — the elements of the array.

It is guaranteed that the sum of the values of n over all test cases does not
exceed 2 \cdot 10^5 .

Output

For each test case, output ""YES"" if it is possible to make all the elements of
the array zero using the described operations. Otherwise, output ""NO"".

You can output each letter in any case (lowercase or uppercase). For example,
the strings ""yEs"", ""yes"", ""Yes"", and ""YES"" will be accepted as a positive
answer.

Example

Input

    7
    
    5
    
    1 3 5 5 2
    
    5
    
    2 4 4 5 1
    
    5
    
    0 1 3 3 1
    
    6
    
    5 6 0 2 3 0
    
    4
    
    1 2 7 2
    
    3
    
    7 1 0
    
    4
    
    1 1 1 1

Output

    YES
    NO
    YES
    NO
    NO
    NO
    NO
    
Note

In the first example, the original array is [1, 3, 5, 5, 2] , to make all its
elements zero, Rudolf can act as follows:

  * apply the operation at i=4 and get the array [1, 3, 4, 3, 1] ; 
  * apply the operation at i=3 and get the array [1, 2, 2, 2, 1] ; 
  * apply the operation at i=2 and get the array [0, 0, 1, 2, 1] ; 
  * apply the operation at i=4 and get the array [0, 0, 0, 0, 0] .","for _ in range(int(input())):
    a = int(input())
    b = list(map(int, input().split()))
    for i in range(0, a - 2):
        if b[i] < 0:
            print(""NO"")
            break
        b[i + 1] -= b[i] * 2
        b[i + 2] -= b[i]
        b[i] -= b[i]
    else:
        if b[-1] != 0 or b[-2] != 0:
            print(""NO"")
        else:
            print(""YES"")",1,True,True
